"College","Branch","Quota","Category","Gender","O.R.","C.R."
"Indian Institute  of Technology Bhubaneswar","Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Gender-Neutral","1812","1812"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Gender-Neutral","4133","4483"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Gender-Neutral","2275","2275"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Female-only (including Supernumerary)","1247P","1367P"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","Gender-Neutral","918","918"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","1621","2176"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","3221","5005"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","97","97"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","257","292"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","685","685"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","443","731"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","1244","2120"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","51","51"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","240","415"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","850","910"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","144","259"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","462","462"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Gender-Neutral","2293","2710"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Female-only (including Supernumerary)","5150","5150"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Gender-Neutral","415","415"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Gender-Neutral","901","961"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Female-only (including Supernumerary)","2251","2251"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL (PwD)","Gender-Neutral","63P","63P"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Gender-Neutral","265","265"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","Gender-Neutral","378","378"
"Indian Institute  of Technology Bhubaneswar","Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Gender-Neutral","5104","6086"
"Indian Institute  of Technology Bhubaneswar","Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Female-only (including Supernumerary)","12517","12517"
"Indian Institute  of Technology Bhubaneswar","Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Gender-Neutral","955","955"
"Indian Institute  of Technology Bhubaneswar","Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Female-only (including Supernumerary)","2113","2113"
"Indian Institute  of Technology Bhubaneswar","Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Gender-Neutral","2036","2353"
"Indian Institute  of Technology Bhubaneswar","Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Gender-Neutral","1602","1602"
"Indian Institute  of Technology Bhubaneswar","Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","Gender-Neutral","833","833"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","4438","5230"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","8253","10520"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","148P","148P"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","587","851"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","1648","1648"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","1721","2146"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","4548","5064"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","1061","1375"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","1348","1833"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","539","655"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","999","999"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","2918","3917"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","6811","7917"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","166P","166P"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","471","499"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","1101","1101"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","1085","1458"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","3079","3173"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","762","1021"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","1499","1640"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","335","476"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","680","680"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","6295","7586"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","11522","14501"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","1002","1224"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","2293","3464"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","2593","3114"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","5627","7091"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","1429","1760"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","2821","2821"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","753","869"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","659P","659P"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Gender-Neutral","7809","8533"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Female-only (including Supernumerary)","15815","15815"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Gender-Neutral","1528","1528"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Gender-Neutral","3163","3583"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Female-only (including Supernumerary)","7717","7717"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Gender-Neutral","1799","1826"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","Gender-Neutral","915","915"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","Female-only (including Supernumerary)","875P","875P"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Gender-Neutral","8681","8990"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Female-only (including Supernumerary)","18052","18052"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Gender-Neutral","1315","1537"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Gender-Neutral","3586","3664"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Female-only (including Supernumerary)","8149","8149"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Gender-Neutral","2047","2047"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Female-only (including Supernumerary)","468P","468P"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","Gender-Neutral","933","933"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Gender-Neutral","7941","9141"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Female-only (including Supernumerary)","17604","17604"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Gender-Neutral","1562","1650"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Gender-Neutral","3129","3585"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Female-only (including Supernumerary)","8005","8005"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Gender-Neutral","2000","2033"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Female-only (including Supernumerary)","614P","614P"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","7605","10824"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","15005","19658"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","1621","1621"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","2977","2977"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","4110","4664"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","8033","8033"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","2338","2465"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","166P","166P"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","968P","968P"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Gender-Neutral","11359","12182"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Female-only (including Supernumerary)","20283","20283"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Gender-Neutral","2002","2002"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Female-only (including Supernumerary)","3646","3646"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Gender-Neutral","4773","4785"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","Gender-Neutral","2520","2520"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","Gender-Neutral","337P","337P"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","123","2003"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","702","4419"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","7","7"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","342","470"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","931","1501"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","389","1123"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","1618","2505"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","62P","62P"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","129","579"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","136","395"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","SC (PwD)","Gender-Neutral","13P","13P"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","305","504"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","887","887"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","AI","OPEN","Gender-Neutral","198","1602"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","AI","OPEN","Female-only (including Supernumerary)","3996","5037"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","AI","EWS","Gender-Neutral","424","451"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","AI","OBC-NCL","Gender-Neutral","1379","1610"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","AI","OBC-NCL","Female-only (including Supernumerary)","3699","3699"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","AI","SC","Gender-Neutral","644","702"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","AI","SC","Female-only (including Supernumerary)","2056","2056"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","AI","ST","Gender-Neutral","85","85"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","1266","2109"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","2719","4709"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","88","164"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","320","413"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","1258","1321"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","11P","11P"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","818","1317"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","2730","3546"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","28P","28P"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","468","796"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","927","1310"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","241","431"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","439","522"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","OPEN","Gender-Neutral","4173","5764"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","OPEN","Female-only (including Supernumerary)","10843","11155"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","EWS","Gender-Neutral","1100","1147"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","EWS","Female-only (including Supernumerary)","2638","2638"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","OBC-NCL","Gender-Neutral","2248","3156"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","OBC-NCL","Female-only (including Supernumerary)","5070","5966"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","SC","Gender-Neutral","1255","2046"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","SC","Female-only (including Supernumerary)","2570","2570"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","AI","ST","Gender-Neutral","810","187P"
